business_id,cool,date,funny,review_id,stars,text,useful,user_id
eU_713ec6fTGNO4BegRaww,0,2013-01-20 13:25:59,0,fdiNeiN_hoCxCMy2wTRW9g,4.0,"four",0,w31MKYsNFMrjhWxxAb5wIw
3fw2X5bZYeW9xCz_zGhOHg,5,2016-05-07 01:21:02,4,G7XHMxG0bx9oBJNECG4IFg,3.0,"Tracy dessert had a big name in Hong Kong and the one in First Markham place has been here for many years now!

Came in for some Chinese dessert, and I must say their selection has increased tremendously over the years. I might as well add that the price has also increased tremendously as well. The waitress gave us tea, which I could taste had red date in it. Fancy!

A simple taro with coconut with tapioca pearls was like $5.25 or something. Basically all the desserts were more than $5. That's crazy! I can literally just make this dessert at home and for a bowl, it would probably cost like $0.50. A few years ago, I think I can still get it for like $3-$4, which is more reasonable, but wow, more than $5 is a little over the top for this dessert. Though I must say, it is Tracy Dessert, and they are a little more on the expensive side. 

I also saw other items on the menu like fish balls, chicken wings, shaved ice. My friend got a mango drink with fresh mango in it! 

I'm also surprised how many people come to Tracy Dessert after work. We came on a Sunday and the tables were always filled. I think the amount of tables they had were just perfect because no one really waited for seats for a long time, but the tables kept filling up once a table was finished.",5,jlu4CztcSxrKx56ba1a5AQ
zvO-PJCpNk4fgAVUnExYAA,1,2010-10-05 19:12:35,1,8e9HxxLjjqc9ez5ezzN7iQ,1.0,"This place has gone down hill.  Clearly they have cut back on staff and food quality

Many of the reviews were written before the menu changed.  I've been going for years and the food quality has gone down hill.

The service is slow & my salad, which was $15, was as bad as it gets.

It's just not worth spending the money on this place when there are so many other options.",3,d6xvYpyzcfbF_AZ8vMB7QA
b2jN2mm9Wf3RcrZCgfo1cg,0,2015-01-18 14:04:18,0,qrffudO73zsslZbe8B9D3Q,2.0,"I was really looking forward to visiting after having some of their beers. The ""Man O'War"" quickly became my favorite DIPA; the Rusulka Vanilla Stout is a good thick, sweet stout; and the Ironclad is a top notch IPA. 
The only big miss on their beers I've had is the Big Chuck Barleywine. It could probably benefit greatly with age, but at this age all there is to taste is the alcohol.  
Nonetheless, I had enough to convince me that the other beers I hadn't had from them would be top notch... and they are! 
The reason for the 2 stars should not reflect the quality of the brewers, they obviously know their craft well! 
The servers are great and friendly.... but relying on two servers to wait on 100+ customers says a lot about how inexperienced management must be. In fact, after waiting 15 mins at a dirty table I was finally able to track down someone I guessed was an employee to let them know we were even there! 
After another 5+ mins, the GM finally stopped over to take our drink order. The smugness of this guy was amazing. The thought of offering a simple apology never seemed to enter into his head. 
This is the time a server finally stopped by to pick up the non-final check left by the party before us... who didn't seem very pleased when leaving. 
The toast & cheese was good, but by the time we were able to dig into their heartiest offering of food, saltines and butter may have been equally pleasing.",1,sG_h0dIzTKWa3Q6fmb4u-g
oxwGyA17NL6c5t1Etg5WgQ,1,2012-02-29 21:52:43,0,RS_GTIT6836bCaPy637kNQ,3.0,It's a giant Best Buy with 66 registers.  I don't get it.  What's the big deal about this place??,1,nMeCE5-xsdleyxYuNZ_7rA
8mIrX_LrOnAqWsB5JrOojQ,0,2011-11-30 02:11:15,0,kbtscdyz6lvrtGjD1quQTg,4.0,"Like walking back in time, every Saturday morning my sister and I was in a bowling league and after we were done, we'd spend a few quarters playing the pin ball machines until our mother came to pick us up.

My sister was daring and play the machines hard, she was afraid of that ""tilt"" showing up and freezing the game.  I, on the other hand was a bit more gentler and wanted to make sure I got my quarter's worth.

This place has rows and rows of machines, some are really old and some are more of a mid 80's theme.  There is even a Ms pac man!  It was fun to spend an afternoon playing the machines and remembering all the fun of my early teen years.",0,FIk4lQQu1eTe2EpzQ4xhBA
mRUVMJkUGxrByzMQ2MuOpA,0,2017-12-15 23:27:08,1,-I5umRTkhw15RqpKMl_o1Q,1.0,"Walked in around 4 on a Friday afternoon, we sat at a table just off the bar and walked out after 5 min or so. Don't even think they realized we walked in. However everyone at the bar noticed we walked in!!! Service was non existent at best. Not a good way for a new business to start out. Oh well, the location they are at has been about 5 different things over the past several years, so they will just be added to the list. SMDH!!!",0,-mA3-1mN4JIEkqOtdbNXCQ
FxLfqxdYPA6Z85PFKaqLrg,0,2016-05-07 01:36:53,0,Z7wgXp98wYB57QdRY3HQ3w,4.0,"Wow. So surprised at the one and two star reviews!  We started with the most tender calamari. Although the marinara sauce was a bit bland, but a touch of salt made it just right. My husband had the veal with peppers and said it was so delicious and tender. The mashed potatoes were perfect. I had the salmon Diablo which was also delicious. Our salad was beautiful! Dressing was served on the salad and it was a nice amount. We ended our delicious meal with a piece of tiramisu. Our server Matt was right on!! Very pleasant and knowledgeable about the menu. Our appetizer, salad and entrees were timed perfectly. I love salad and did not mind that my entree was served while I was still eating it! No problem it let my dinner cool to just the right temp for me to eat it comfortably. 
I wonder sometimes if people just don't appreciate relaxing and taking time to eat a wonderful and beautifully prepared meal.  A wonderful atmosphere. So relaxing. The chairs are super comfortable too!!! We will certainly be back. 
Give it a try.  Don't  always go by the reviews. 
A bottle of Riesling, calamari app, two delicious entrees and dessert for $92! 
Well with it.",0,GYNnVehQeXjty0xH7-6Fhw
LUN6swQYa4xJKaM_UEUOEw,0,2018-04-27 20:25:26,0,qlXw1JQ0UodW7qrmVgwCXw,4.0,Michael from Red Carpet VIP is amazing ! I reached out because I needed help planning my soon to be sister in law's bachelorette. It was a group of 10 girls so I was a little overwhelmed but Michael saved the day! Everything was super smooth and easy! We got good deals and had the best time ever! We booked hotel and a bachelorette package for a great price. I have saved contact info because I will for sure reach out again on next Vegas trip!!!,0,bAhqAPoWaZYcyYi7bs024Q
AakkkTuGZA2KBodKi2_u8A,0,2012-07-16 00:37:14,1,JVcjMhlavKKn3UIt9p9OXA,1.0,"I cannot believe how things have changed in 3 years. I picked up duck congee sometime in the winter when my hubby was sick.  I was very disappointed because the ginger fish sauce tasted like it had gone bad (it should never be bitter).  Today, my hubby wanted to eat there since he was craving the duck congee and most places don't serve the duck & coleslaw side. We waited about 10 minutes to get our menu.  After we placed our orders, we waited another 5 minutes to get the tea that most places bring with the menu.  I could go on with the details but the gist of the story is they were understaffed or the staff was slow.  The worst part of it was that the service.  The servers make us feel bad for asking for anything (like when they took our order).  We had arrived and placed our order before another couple bside us at least 10 minutes ahead but somehow, this couple received their pho before mine.  They were almost done eating their pho before mine came out.",1,TpyOT5E16YASd7EWjLQlrw
YvrylyuWgbP90RgMqZQVnQ,0,2017-04-07 21:27:49,0,svK3nBU7Rk8VfGorlrN52A,5.0,"You can't really find anything wrong with this place, the pastas and pizzas are both amazing and high quality, the price is very reasonable, the owner and the staff are very friendly, if you're in downtown check this place out, a lot of people think just because it's downtown there are lots of options around but that's not always the case as there is also a lot of poor quality food in downtown as well.",0,NJlxGtouq06hhC7sS2ECYw
NyLYY8q1-H3hfsTwuwLPCg,0,2015-01-03 22:47:34,0,1wVA2-vQIuW_ClmXkDxqMQ,4.0,Great lunch today. Staff was very helpful in assisting with selections and knowledgeable on the ingredients. We enjoyed the BBQ chicken with tika masala sauce and really good naan bread. The biryani with chicken was also yummy! Fun to see the food being prepared in the tandoori ovens. Great addition to the fast casual scene in Cleveland.,0,86J5DwcFk4f4In1Vxe2TvA
cHdJXLlKNWixBXpDwEGb_A,1,2015-04-01 16:30:00,7,6BnQwlxRn7ZuWdzninM9sQ,3.0,"I love chinese food and I love mexican food. What can go wrong? A couple of things. First things first, this place is more of a ""rice bowl"" kind of place. I thought it was going to be more diverse as far as the menu goes, but its mainly rice bowls you get with different kinds of meats. The ordering was a little confusing at first, but one of the employees helped us out and I got the 2-item bowl and got the jade chicken and hengrenade chicken with all rice(jerk). I also ordered a jade chicken quesadilla on the side.

I'm gonna admit, this place looks kinda dirty. I don't think Arizona uses those health department letter grade system like California does, but if I were to just judge by how it looked inside, i'd give it a ""C"" grade lol. We waited for about 15 minutes or so and finally got our food. We took it to go and ate at our hotel room. 

Mmmm... the food was just alright. The jade chicken was nothing special. It tasted like any generic chinese fast food orange chicken/sesame chicken variant. The hengrenade chicken, although was the less spicier version of the jerk chicken, was still pretty spicy for me. Just be warned the jerk chicken is super spicy. If you aren't sure, ask for a sample at the restaurant before ordering, but it was way too spicy for me. 

The jade chicken quesadilla was decent, but nothing special. Just imagine orange chicken in between a tortilla and cheese. A friend of mine ordered a jade chicken burrito and we were confused when we pulled it out of the bag because it was literally the size of Mcdonald's apple pie. If you order the burrito, be warned that it's a burrito for gnomes and smurfs, but he said it was tasty. 

They provide a snicker doodle sugar cookie for each meal and it was decent, again nothing special. 

Not gonna lie, the next day my stomach felt like a little mexican dude and chinese dude were wrestling and throwing molotov cocktails inside. I used the bathroom like 5 times. I don't recommend eating this place if you have a lot to do the next day.",1,JSrP-dUmLlwZiI7Dp3PQ2A
6lj2BJ4tJeu7db5asGHQ4w,0,2017-05-26 01:23:19,0,rEITo90tpyKmEfNDp3Ou3A,5.0,"We've been a huge Slim's fan since they opened one up in Texas about two years ago when we used to live there. This place never disappoints. They even have great salads and grilled chicken. Plus they have fresh brewed sweet tea, it's the best!",0,6Fz_nus_OG4gar721OKgZA
y-Iw6dZflNix4BdwIyTNGA,0,2014-06-27 21:19:23,0,4bUyL7lzoWzDZaJETAKREg,3.0,"Good selection of classes of beers and mains. I've been here twice.

First time I had the fried chicken. It was delicious, but be warned, extremely salty. I couldn't even finish the last piece of chicken after experiencing a salt overload.

Second time we came on a wednesday. We didn't know it was BBQ night, where they have a completely different menu, and don't offer anything from their original vegetarian-friendly menu. This menu has one vegetarian-friendly option - an eggplant sandwich. The vegetarian in my party said it was awful. Also, on BBQ night you choose 2 sides. Except they were out of all their sides except 2 - fries and potato salad. I can't say I was thrilled to have carb heavy sides with my carb heavy main. How do you run out of sides so early in the evening?

Service not so great.

I'd avoid coming here on wednesdays.",0,_N7Ndn29bpll_961oPeEfw
qx6WhZ42eDKmBchZDax4dQ,0,2017-03-27 01:14:37,0,Amo5gZBvCuPc_tZNpHwtsA,5.0,"Our family LOVES the food here. Quick, friendly, delicious, and a great restaurant to take kids to. 5 stars!",1,DzZ7piLBF-WsJxqosfJgtA
Mem13A3C202RzT53npn4NA,9,2017-05-13 10:41:43,6,IPw8yWiyqnfBzzWmypUHgg,5.0,"If you are looking for the best pierogies in Pittsburgh, this is your place. There are a few small tables outside but most of the business is carry out. Pierogies Plus wins Best Pierogies every year. Why? Because the owner is from Poland and she is making the real deal pierogies. The best part is that they are hand pinched by a group of older Polish and Hungarian women. 
The biggest seller is potato and cheese but they sell many flavors. They are like plump pillows of softness. You can buy them buy the dozen. You can get them cold to take home and freeze or warm and ready to eat. The warm ones are served with butter and onions.  It's definitely a comfort food. The best part is that they ship internationally. Yes, they are that good.",9,5JVY32_bmTBfIGpCCsnAfw
I4Nr-MVc26qWr08-S3Q1ow,0,2016-01-17 05:26:22,0,IByf6mVY0WA838XNSh-5MA,4.0,"The food is always good and the prices are reasonable.  Although it's not exactly a restaurant -- more like a snack bar, limited menu and you walk up to the counter, place your order, wait a minute or so for them to prepare your order, and pay the cashier, then search for a table.  Kind of like a sandwich shop.  Still a much better choice for value than the other hotel Deli's on the strip.",0,3CJUJILq7CLHk_9OrvpvQg
d_L-rfS1vT3JMzgCUGtiow,0,2016-07-25 03:57:19,0,S337tATeouQJdoPYyir29w,5.0,"Pick any meat on the planet and the chef will make a Mexican style dish with amazing flavor! Wow, fish and lamb tacos to die for. Drinks are great as well.",0,2mxBNBeFrgDszqGS5tdEHA
Sfc8Haz2Yri8Mo1L0E0TsA,0,2012-11-06 03:41:43,0,D_UvaenM25iNd6aehTZ0MA,5.0,"Great food, great service. Obviously fried chicken isn't the healthiest food on earth, but once a month I get that craving for good fried chicken. Their chicken is great, doesn't seem too fatty, and their sides are excellent too. A+",0,8NwU4TRsD3S6gIfBqFzDMQ
FQ1wBQb3aNeRMThSQEV0Qg,0,2013-12-07 02:32:45,0,I9HBDyzCqLhTYHCAZIFZQQ,5.0,"PlumbSmart provided superior service from beginning to end.  They were able to repair a badly damaged sewer pipe with only one day's notice.  I was particularly pleased with their attention to care when cleaning up the landscape after the job was completed.  Their competitive pricing and excellent service make them my first stop for all future plumbing needs.  Thank you to Wayne and the whole team!

-Scott B",4,vXZeHaLvdfCPATz5BDavow
hd5xm20tfSa70-6UqD9-bg,1,2014-08-10 22:07:35,1,W1wbNaUnbMy4b9QqY3_SAg,1.0,"Unfortunately, I must recommend not to conduct any business with Fast Fix Jewelry and Watch Repairs.  The staff is completely unprofessional and I have never been treated so rudely in my life.  I was actually shocked and walked away thinking ""wow, how do those people even have a job?""

I have never written a negative review before, I usually chalk it up to someone having a bad day.  I have worked in customer service for 10+ years and I know it is exhausting and bad days happen.  But this is a special occasion.

I drove 30 minutes to try to find someone who could help me repair a watch band.  I was barely greeted upon arrival and right away felt like I was bothering them.  The girl behind the counter obviously just wanted me to leave, the blond kid working snapped at me when I asked a question and when I re-asked in order to clarify what he said he snapped again and said, ""I already told you?!?""  ""Is this even authentic?""  Shouting at me over his shoulder as he work on something else. 

I was shocked and just stood there put my watch away awkwardly and left with no one else saying a word to me.  There are a lot of places that fix Jewelry in this city and I will be taking my business elsewhere and recommend that people reading this review do the same.  Some places, just do not deserve a loyal customer base.",7,vDr8hBNYigiY70fk1kF5iQ
Gyrez6K8f1AyR7dzW9fvAw,1,2013-12-28 22:28:08,0,qm97yMwREr7BKkexlwLFbg,5.0,their pettuccine was fresh-made in the morning. it was very delicate and yummy! the owner and staffs are super kind and delightful. We also had Veal piccata. it was classic! love this restaurant.,0,TTRVdTXKcq-xn6-1IWbwEw
9nTF596jDvBBia2EXXiOOg,0,2014-04-19 15:03:17,0,1daGBpea0sleayFeeXuoYw,1.0,"if i can give this place no stars i would, i only had their hot pot though, so im not a good judge for anything besides their shabu. i must say, quantity was small, price is expensive for the quality and quantity, and the taste of the soup base is bland as if they just put hot water in. the sauce selection is limited and not very fresh/clean from my perspective. i love hot pot and i would never go back again because home made hot pot can be much better than this place without even trying. anyways, if you have a good appetite for hot pot, you can do yourself a favor and skip this place because it can make you miserable!",1,q3GeSW9dWN9r_ocqFkhrvg
SNL64axQhCO6Z7ohcWg3wA,0,2017-02-09 03:43:25,0,DAC4zWY2ZMa1vxpN9RrDvA,1.0,"This review is in regards to our experience watching SuperBowl 51 February 5, 2017 at the WestGate in the theater/auditorium.

Watch the game somewhere else.....

To those unfamiliar with The Big Game experience at WestGate you typically would get in line to watch the Superbowl in the theater portion of the hotel around 8 am on Superbowl Sunday. This line can get extremely long yet the earlier you get in line your choice of seating significantly improves.So...after waiting in line for a few hours we were notified the lower portion of the theater was reserved for paid customers who previously purchased wristbands for $100 (including alcohol and hot dogs) and instead we would be seated in the balcony portion of the theater.No problem, something different, we said. Mistake.

So at 1:30 pm we were sent upstairs to the balcony to take our seats and prepare to watch the big game at 3:30. Once we take our seats one of us ( we're in a group of 8 ) will hold the seats while the rest of us will go out to the casino floor and gamble or go the the sports book and place a couple last minute bets.Please note the patrons that leave the auditorium will receive a hand stamp or wristband to allow reentry to the theater. BUT INSTEAD....

We were told by Westgate staff that no hand stamps or wristbands would be given and we were ON OUR OWN if we choose to leave and we would not be allowed back in. Wow.
That's right, after waiting in line all morning if we wanted to go downstairs to play blackjack, place a bet at the book, or maybe have a bite to eat because no food was made available upstairs we would be out of luck. Nice work Westgate.

So we were seated upstairs...stuck. With no food or soda available for purchase. Only beer and water was sold in the balcony food counter. That was at 1:45 p.m. After vigorously complaining to Westgate staff ( to ushers with yellow jackets and security with black jackets ) at 3:04 pm wristbands were given out. At 3:18 hot dogs and soda were made available for sale in the balcony. I believe this was a direct result of all the upset patrons like myself that were seated in the balcony level.

In summary, for being the biggest sportbook in Las Vegas this place is dysfunction and fails to satisfy the most basic request to provide food and comfort to betting patrons. A total mess. This place sucks. Watch the big game and bet your money some where else. We will.",0,yxyRt-zoh_A6PMThX-h9Vw
dm6sO_Y8JdKTE1ZM955yug,0,2014-12-17 19:04:33,0,0AsmPiAQduxh5jE_si8cLA,5.0,"ended up here because Raku was closed and it received great ratings on Yelp.  I'm so glad I came here.  One of the better meals I've had.  Started off with the mushroom dish and the lettuce wrap.  both were amazing. the lettuce wrap is like having a flavor party in your mouth.  also had the panang duck which was terrific. highly recommend all three dishes. one dish that wasn't so good was the seabass with drunken noodles. overall it was an excellent meal, intimate setting, and great service. definitely will be back.",0,C_hUvw2z0R-Rv0yZb6QCZA
XTzKRvWciP_BZ9imk8mmPQ,0,2014-06-27 21:32:31,1,bjD0Dqn3k-fi00BXatrytg,1.0,"I tried this place because my girls are away for a month, and I REALLY wanted to try to wait until they came back, because NOBODY can hold a candle to them, but my toes were desperate.  When I went in, they were almost twice what I usually pay to begin with.  Then, before starting the pedicure, I specifically told them I already had gel polish on my toes.  They didn't tell me right then and there ""that will be an extra $5'.  No, they waited until it was time to pay, and not only charged me for that, but they charged me all kinds of extra fees that I didn't even ask for!  I had also informed the girl that my toenail was loose and needed gluing.  While I was looking at my phone, all of a sudden I felt this sensation, and she RIPPED OFF MY TOENAIL!!!!  Without even asking me!!!!!!  So then she had another girl come and put acrylic on there since the nail underneath was only 1/2 grown.  Again, they didn't tell me how much this would be, or even ask my permission, they just charged me at the end.  

The added stone 'massage' was barely a massage!  She rubbed the stones up my lower legs a couple times, and that was it.  It lasted about 30 seconds.   And when I asked for a design, I'm used to getting a board with a bunch of designs to choose from.  She didn't even ask me what I wanted, she just painted a few lines on my two toes and then charge me 5 MORE dollars for that! 

Ugh, I don't care HOW ugly my toes look next time, I will NEVER go anywhere else besides Bella Nails again, they ROCK!!!!!!!  This place was appalling.  I didn't want to make a scene, so I just paid the money, but I will NEVER go back!!!!!!!",5,1fi6x4tnJtlVWaJmoIO9XA
CDpoJiqgM04wqQTZ6QkTqQ,0,2015-12-05 02:37:03,0,CelUWzp-GnJIiiV1mDUb-g,1.0,"Love this place downtown but the Scottsdale location has no manners. Sat at bar for 10 min while bartender ignored us. No menu, no water. We walked out and they could have cared less.",0,tFICmdLtwgFIRcwtlbYQOg
3JxKzWquEbPC3yPIfoCiLw,0,2016-03-07 01:03:08,0,hUUfzKeDLo930LA9-v2tWQ,5.0,Best chinese resto. Highly recommended. 5 stars. Let us support this business. Best in the west valley. Trust me you wont gi wrong coming to this place,0,uFVAAe0JC81IPmxgT49Hcw
YSUcHqlKMPHHJ_cTrqtNrA,0,2017-12-29 13:55:19,0,E6B-2U2sGG3xgmnNWZAEew,1.0,"Came here on a Thursday night at 6:30 p.m. My friends and I had a reservation, but it was not needed - the place was almost empty.

SERVICE: Extremely Poor

While I enjoyed the company of my friends, I would not come back to this restaurant, primarily because of the poor service. Once we were all seated, we were not greeted by anyone for over half an hour, and when someone did come by, we asked whether we could place our orders, to which he said he could not; he's doing something else - so we waited at least another 15 minutes before someone came to finally take our orders. 

MAIN: Caprese Salad

The salad was okay - a bit salty for my liking. I personally did not find this dish filling, so I ordered the sweet potato fries as well (See below).

MAIN: Sweet Potato Fries (this was worth it) 

These fries were actually very delicious - crispy on the outside and soft on the inside. If you visit this restaurant, I would recommend this particular dish, especially given the price ($8) and the portion size (it was quite large - almost the size of a large plate).",0,DbccYu3OppWKl21OanZnTg
N0apJkxIem2E8irTBRKnHw,0,2015-01-18 15:30:50,0,wOv7JiO0EGcJ61P2JcDS1g,2.0,"Went here last weekend and was pretty disappointed. They did not have one thing that was pictured and recommended on yelp as being good. We started off with the steak grilled skewers which were just Ok, nothing special. My freind got the lasagna and I got some special chicken dish. They were both pretty bland and lacking that kick. Our waitress was really nice and got the manger to switch out our dishes. My freind got the hamburger and I got the shrimp scampi. Her hamburger was better then the lasagna but was still lacking flavor. My scampi was better then the chicken but was also still under seasoned and the noodles were a bit under cooked. With such a big name attached to this restaurant and going on such an empty stomach we had such high hopes. The service was great which is why i gave it three stars.",0,en0xQXlvRk-ZtKlaW4I8eQ
sMzNLdhJZGzYirIWt-fMAg,0,2015-06-21 00:59:14,0,RLbWoIri29BcQ8yjzsvQLQ,5.0,"This place epitomizes the rumored transformation that is in the process of taking place in Pittsburgh. Great food, drinks, and service, but the atmosphere is second to none. Definitely a must visit for locals and visitors alike! You will not feel like you're in ""Pittsburgh"".",0,_o740mSNRhMNYuPjSJoPLg
IMLrj2klosTFvPRLv56cng,1,2014-10-11 03:50:27,1,JIC8qNMbcAPAzQMPrtsTJw,4.0,Dinner Was Fantastic! Service was great We started with the corn soup and the tuna tartare. We shared the Filet and Scallops. Both delicious entrees! We didn't realize the steak came with potatoes and ordered two sides Mac and cheese and shishito peppers. I thought the peppers were really hot but I'm a whimp I guess! We will definitely come back,1,fxrQSMhHlBv6eJVRdchG9Q
5OZlLXjU0FXUbrw8Scja6g,0,2018-02-01 19:01:16,0,vBRxlgkpDTXjWiYBp1V6GA,1.0,They keep there appointments on time and are pretty efficient. However I am very disappointed in how they think that just because I am a girl that I do not know what is going on with my car's tires. The guy that helped me out told me that my two front tires tread was extremely low and that I would be needing two new tires in a month or two. He told me that he could show me the same tires I have on there now and how much they would be. When the I had taken my car to the other Discount Tire they told me it that my tread was actually still really good for how many miles I have on my car. When he told me the price of the two tires it was around $280. Which I had just bought two new ones a couple months before that and they were the same price. So when I bought the two new tires my tire pressure light came on not that long after that. I honestly feel like the tires were not even new and did not look worth $280.,0,wNyiw6GfVfn5Kphqmux1gw
m7ommfJFalI47UksyX04Iw,1,2014-09-25 08:15:44,2,eed44nI0eZ4BGKtKXsRJhQ,1.0,"Met a friend for dinner there tonight. The server only brought us one menu. After she brought us a couple of Cokes she didn't come to our table for 20 mins. After trying to get her attention a few times when she walked by we decided to just order off the bartender. We received the starters and the mains at the same time. The wings, brisket, and mac and cheese were alright at best. At this point we hadn't seen the server since she brought the food, so we had to go to the bar for more napkins and refills on the Cokes. The most we actually saw our server was when she hovered over us as we put the tip into the handheld credit card terminal. 

Food was somewhere between okay and decent. Service was somewhere between piss poor and terrible.",6,tAcB1ZohRtjozsymvqqHzQ
