Well Dunn Catering,510 11th Street SE,Washington,DC,20003,202-543-7878,www.welldunn.com,3 Star Certified Green Restaurant
Green Sage Cafe,5 Broadway St.,Asheville,NC,28801,828-252-4450,thegreensage.net,3 Star Certified Green Restaurant
HomeGrown,371 Merrimon Ave,Asheville,NC,28801,828-232-4340,http://www.slowfoodrightquick.com/,3 Star Certified Green Restaurant
Chef's Expressions,9526 Deereco Rd,Timonium,MD,21093,410-561-2433,http://www.chefsexpressions.com/,2 Star Certified Green Restaurant
The Corner Kitchen,3 Boston Way,Asheville,NC,28803,828-274-2439,http://www.thecornerkitchen.com,3 Star Certified Green Restaurant
Morgan Stanley Executive Dining Room,"1585 Broadway, Level A",New York,NY,10036,212-761-6659,,2 Star Certified Green Restaurant
Lifeworks Restaurant at JP Morgan Chase,383 Madison Ave,New York,NY,10017,212-272-0477,,2 Star Certified Green Restaurant
Komodo Kingdom Cafe at Akron Zoological Park,500 Edgewood Ave,Akron,OH,44307,330-375-2525,www.akronzoo.org,4 Star Certified Green Restaurant
Boloco,596 Boylston St,Boston,MA,2116,617-259-1619,www.boloco.com/,3 Star Certified Green Restaurant
Strada,27 Broadway St,Asheville,NC,28801,828-348-8448,http://stradaasheville.com/,3 Star Certified Green Restaurant
Social Lounge & Tapas,29 Broadway St,Asheville,NC,28801,828-575-9005,www.socialloungeasheville.com,3 Star Certified Green Restaurant
Green Sage Cafe,"1800 Hendersonville Rd, #6",Asheville,NC,28803, 828-274-4450,thegreensage.net,4 Star Certified Green Restaurant
Texas Spice,"Omni Dallas Hotel, 555 Lamar St",Dallas,TX,75202,214-652-4810,http://www.omnihotels.com/FindAHotel/DallasHotel/Dining/TexasSpice.aspx,2 Star Certified Green Restaurant
Founding Farmers MoCo,12505 Park Potomac Ave,Potomac,MD,20854,301-340-8783,http://www.wearefoundingfarmers.com/moco,3 Star Certified Green Restaurant
Juice Generation,97 Greenwich Ave,New York,NY,10014,212-675-0800,http://www.juicegeneration.com/,2 Star Certified Green Restaurant
Blue Plate Catering,1362 W Fulton St,Chicago,IL,60607,312-421-6666,www.blueplatechicago.com,3 Star Certified Green Restaurant
Stephen F's Austin Bar & Terrace,"InterContinental Stephen F Austin Hotel, 701 Congress Avenue",Austin,TX,78701,512-457-8800,http://austin.intercontinental.com/austin-dining-entertainment/,2 Star Certified Green Restaurant
Southern Art and Bourbon Bar,"Intercontinental Buckhead, 3315 Peachtree Road, NE",Atlanta,GA,30326,404-946-9070,http://www.southernart.com/,2 Star Certified Green Restaurant
Mari Los Angeles,"InterContinental Los Angeles Century City, 2151 Avenue of the Stars",Los Angeles,CA,90067,310-284-6500,http://www.marilosangeles.com/,3 Star Certified Green Restaurant
Brasserie Osco,"InterContinental Montreal, 360 St-Antoine Ouest",Montreal,Quebec,H1Z3X4,514-847-8729,http://montreal.intercontinental.com/en/osco,3 Star Certified Green Restaurant
Luce Restaurant & Bar 888,"InterContinental San Francisco, 888 Howard Street",San Francisco,CA,94103,415-616-6566,http://lucewinerestaurant.com/index.php,3 Star Certified Green Restaurant
Cafe du Parc,"Willard Intercontinental Hotel, 1401 Pennsylvania Avenue NW",Washington,DC,20004,202-942-7000,http://cafeduparc.com/,3 Star Certified Green Restaurant
Oldfields School,1500 Glencoe Rd,Glencoe,MD,21152,410-472-4800,www.oldfieldsschool.org,2 Star Certified Green Restaurant
Convent of the Sacred Heart NYC,1 East 91st Street,New York,NY,10128,212-722-4745,www.CSHNYC.org,1 Star Certified Green Restaurant
Lycee Francais de New York School,505 East 75th St,New York,NY,10021,212-369-1400,www.lfny.org,2 Star Certified Green Restaurant
The Hewitt School,45 East 75th St,New York,NY,10021,212-288-1919,www.hewittschool.org,2 Star Certified Green Restaurant
The Meadowbrook School,10 Farm Road,Weston,MA,2493,781-894-1193,www.meadowbrook-ma.org,2 Star Certified Green Restaurant
German School New York,50 Partridge Road,White Plains,NY,10605,781-314-9279,www.dsny.org,2 Star Certified Green Restaurant
Gill St. Bernard's School,25 Bernards Road,Gladstone,NJ,7934,908-234-1611,www.gsbschool.org,2 Star Certified Green Restaurant
Hackley School,293 Benedict Ave,Tarrytown,NY,10591,914-366-2608,http://www.hackleyschool.org,3 Star Certified Green Restaurant
Princeton Day School,650 The Great Road,Princeton,NJ,8542,609-924-6700 ,www.pds.org,4 Star Certified Green Restaurant
Dwight Englewood,315 East Palisade Ave,Englewood,NJ,7632,201-569-9500,www.d-e.org,2 Star Certified Green Restaurant
Boston University Union Court,775 Commonwealth Ave,Boston,MA,2215, ,http://www.bu.edu/dining/where-to-eat/retail-dining/union-court/,3 Star Certified Green Restaurant
Bamboo Sushi Northwest,836 NW 23rd Avenue,Portland,OR,97210,971-229-1925,www.bamboosushi.com ,3 Star Certified Green Restaurant
Arooga’s Route 94,375 Eisenhower Dr.,Hanover,PA,17331,717-591-9464,http://www.aroogas.com,1 Star Certified Green Restaurant
Boloco,284 Congress St,Boston,MA,2210,857-284-7488,www.boloco.com/,2 Star Certified Green Restaurant
Duke's Alehouse and Kitchen,110 N. Main St.,Crystal Lake,IL,60014,815-356-9980,http://thedukeabides.com,3 Star Certified Green Restaurant
Root and Stem Catering & Events,2941 Fairview Park Dr #110,Falls Church,VA,22042,703-289-1281,www.rootandstemdc.com,1 Star Certified Green Restaurant
Jimmy's Famous American Tavern,4990 N. Harbor Drive,San Diego,CA,92651,619-226-2103,http://www.j-fat.com,1 Star Certified Green Restaurant
Cataqua Public House at Redhook Brewery,35 Corporate Dr.,Portsmouth,NH,3801,603-430-8600,www.redhook.com,3 Star Certified Green Restaurant
Napizza,1702 India St,San Diego,CA,92101,619-696-0802,http://www.na-pizza.com/,3 Star Certified Green Restaurant
MUSE Kitchen,1666 Las Virgenes Cyn Rd.,Calabasas,CA,91302,510-604-2617,http://www.museschool.org/,4 Star Certified Green Restaurant
Westmoor Club Bistro Clubhouse,10 Westmoor Lane,Nantucket,MA,2554,508-228-9494 ,www.thewestmoorclub.com/,2 Star Certified Green Restaurant
The Beach Plum at The Westmoor Club,"Westmoor Club, 10 Westmoor Lane",Nantucket,MA,2554,508-228-9494 ,www.thewestmoorclub.com/,2 Star Certified Green Restaurant
Juice Generation,1486 Third Ave,New York,NY,10028,212-248-4071,http://www.juicegeneration.com,2 Star Certified Green Restaurant
Bellagreen Heights,748 East 11th St,Houston,TX,77008,713-714-8460,http://www.bellagreen.com/,3 Star Certified Green Restaurant
Bellagreen Sugar Land,15903 City Walk,Sugar Land,TX,77479,281-565-1175,http://www.bellagreen.com/,3 Star Certified Green Restaurant
Barley Creek Brewing Company,1774 Sullivan Trail,Tannersville,PA,18372,570-629-9399,www.barleycreek.com,3 Star Certified Green Restaurant
Cedric's Tavern at the Biltmore Estate,1 Approach Road,Asheville,NC,28803,828-225-1320,www.biltmore.com,3 Star Certified Green Restaurant
Ridgewells Catering,5525 Dorsey Lane,Bethesda,MD,20816,301-652-1515,www.ridgewells.com,2 Star Certified Green Restaurant
Boston University Fresh Food Co. at Marciano Commons,100 Bay State Road,Boston,MA,2215, ,http://www.bu.edu/dining/where-to-eat/residence-dining/marciano-commons/,4 Star Certified Green Restaurant
Goldman Sachs 200 West Cafe,200 West Street,New York,NY,10282,917-343-9914,,3 Star Certified Green Restaurant
Farmers Fishers Bakers,3000 K St NW,Washington ,DC,20007,202-298-8783,www.farmersfishersbakers.com,3 Star Certified Green Restaurant
West End at Northeastern University,"Curry Student Center, 364 Huntington Ave",Boston,MA,2115, ,http://www.nudining.com/retail/curry-dining,3 Star Certified Green Restaurant
Starbucks at Northeastern University,"Curry Student Center, 364 Huntington Ave",Boston,MA,2115, ,http://www.nudining.com/retail/curry-dining,2 Star Certified Green Restaurant
On the Go at Northeastern University,"Curry Student Center, 364 Huntington Ave",Boston,MA,2115, ,http://www.nudining.com/retail/curry-dining,2 Star Certified Green Restaurant
Sweet Tomatoes at Northeastern University,"Curry Student Center, 364 Huntington Ave",Boston,MA,2115, ,http://www.nudining.com/retail/curry-dining,2 Star Certified Green Restaurant
Kigo Kitchen at Northeastern University,"Curry Student Center, 364 Huntington Ave",Boston,MA,2115, ,http://www.nudining.com/retail/curry-dining,2 Star Certified Green Restaurant
Uburger at Northeastern University,"Curry Student Center, 364 Huntington Ave",Boston,MA,2115, ,http://www.nudining.com/retail/curry-dining,2 Star Certified Green Restaurant
Popeye's at Northeastern University,"Curry Student Center, 364 Huntington Ave",Boston,MA,2115, ,http://www.nudining.com/retail/curry-dining,1 Star Certified Green Restaurant
ARGO Tea at Northeastern University,"Snell Library, 376 Huntington Ave",Boston,MA,2115,617-373-4202,http://www.nudining.com/retail/argo-tea,2 Star Certified Green Restaurant
Subway at Northeastern University,"Ryder Hall, 11 Leon St. ",Boston,MA,2115,617-373-4613,http://nudining.com/retail/subway,1 Star Certified Green Restaurant
Cafe716 at Northeastern University,716 Columbus Ave ,Boston,MA,2120, ,http://nudining.com/retail/cafe716,2 Star Certified Green Restaurant
Faculty Club at Northeastern University,716 Columbus Ave ,Boston,MA,2120,617-373-3535,http://www.nudining.com/retail/faculty-club,2 Star Certified Green Restaurant
Stetson West at Northeastern University,11 Speare Place,Boston,MA,2115, ,http://www.nudining.com/stetson-west-eatery,3 Star Certified Green Restaurant
Matthews Concession at Northeastern University,"Matthews Arena, 238 St. Boltolph St.",Boston,MA,2115, ,http://www.nudining.com/,1 Star Certified Green Restaurant
La Prima Catering / Catering by Seasons,5105 Berwyn Road,College Park,MD,20740,301-220-1001,www.laprimafoodgroup.com,4 Star Certified Green Restaurant
Coffee Labs Roasters,7 Main Street,Tarrytown,NY,10591,914-332-1479,http://www.coffeelabs.com/CoffeeLabsRoasters/Home.html,3 Star Certified Green Restaurant
Coral Tree Cafe,17499 Ventura Blvd,Encino,CA,91316,818-789-8733,http://www.coraltreecafe.com/,2 Star Certified Green Restaurant
Coral Tree Cafe,11645 San Vicente Blvd,Los Angeles,CA,90049,310-979-8733 ,http://www.coraltreecafe.com/,2 Star Certified Green Restaurant
Atrium Cafe,"Ohio University, E106 Grover Center",Athens,OH,45701,740-597-3345,http://www.ohio.edu/chsp/ahsw/about/community/cafe.cfm ,3 Star Certified Green Restaurant
Beerline Cafe,2076 North Commerce Street,Milwaukee,WI,53212,414-750-3605,www.facebook.com/BeerlineCafe,4 Star Certified Green Restaurant
Wild Olive Cucina Italiana,2867 Maybank Highway,Johns Island,SC,29455,843-737-4177,www.wildoliverestaurant.com ,3 Star Certified Green Restaurant
Buckley Dining Hall at University of Connecticut,1276 Storrs Road,Storrs,CT,6269,860-486-2000,www.Uconn.edu,3 Star Certified Green Restaurant
Jimmy's Famous American Tavern,25001 Dana Point Harbor Drive,Dana Point,CA,92629,949-388-8900,www.j-fat.com/locations/danapoint,1 Star Certified Green Restaurant
The Bistro at the Biltmore Estate,1 Lodge Street,Asheville,NC,28801,828-225-6230,http://www.biltmore.com/visit/dining/bistro.asp,3 Star Certified Green Restaurant
Arooga’s Downtown,201 North 2nd St,Harrisburg,PA,17101,717-901-8277,http://www.aroogas.com,1 Star Certified Green Restaurant
Arooga’s Route 124,1211 Haines Rd,York,PA,17402,717-718-9464,http://www.aroogas.com,1 Star Certified Green Restaurant
Curate,11 Biltmore Avenue,Asheville,NC,28801,828-239-2946,www.curatetapasbar.com,3 Star Certified Green Restaurant
Annenberg Dining Hall at Harvard University,"45 Quincy St, Memorial Hall",Cambridge,MA,2138, ,http://www.dining.harvard.edu/residential_dining/index.html,3 Star Certified Green Restaurant
Adams House Dining Hall at Harvard University,11 Bow St,Cambridge,MA,2138, ,http://www.dining.harvard.edu/residential_dining/index.html,2 Star Certified Green Restaurant
Quincy Dining Hall at Harvard University,1 De Wolfe St ,Cambridge,MA,2138,617-495-1000,http://www.dining.harvard.edu/residential_dining/index.html,3 Star Certified Green Restaurant
Dunster Mather Dining Hall at Harvard University,8 Flagg St,Cambridge,MA,, ,http://www.dining.harvard.edu/residential_dining/index.html,3 Star Certified Green Restaurant
Rabbi Ben-Zion Gold Dining Hall at Harvard University,52 Mt Auburn St,Cambridge,MA,2138, 617-495-4695,http://www.dining.harvard.edu/residential_dining/index.html,1 Star Certified Green Restaurant
Eliot and Kirkland House Dining Hall at Harvard University,80 JFK Street,Cambridge,MA,2138,617-495-1000,http://www.dining.harvard.edu/residential_dining/index.html,3 Star Certified Green Restaurant
Leverett House Dining Hall at Harvard University,28 DeWolf Street,Cambridge,MA,2138,617-495-1000,http://www.dining.harvard.edu/residential_dining/index.html,3 Star Certified Green Restaurant
Cabot & Pforzheimer House Dining Hall at Harvard University,124 Walker Street,Cambridge,MA,2138,617-495-1000,http://www.dining.harvard.edu/residential_dining/index.html,3 Star Certified Green Restaurant
Currier House Dining Hall at Harvard University,59 Garden Street,Cambridge,MA,2138,617.495.8844,http://www.dining.harvard.edu/residential_dining/index.html,3 Star Certified Green Restaurant
Durham College Centre for Food,1604 Champlain Avenue,Whitby,Ontario,L1N 6A7,905-721-3300,www.durhamcollege.ca,3 Star Certified Green Restaurant
Base Camp Cafe at the Cincinnati Zoo and Botanical Garden,3400 Vine Street,Cincinnati,OH,45220,513-281-4700,www.CincinnatiZoo.org,4 Star SustainaBuild Certified Green Restaurant
Big Delicious Planet Catering & Canteen,412 North Wolcott Ave,Chicago ,IL,60622,312-455-1019,http://www.bigdeliciousplanet.com,4 Star Certified Green Restaurant
Round Robin,"Willard InterContinental Hotel, 1401 Pennsylvania Avenue NW",Washington,DC,20004,202-628-9100,http://washington.intercontinental.com/food-drink/round-robin-scotch-bar,3 Star Certified Green Restaurant
Camille's Sidewalk Cafe,123 Main St,White Plains,NY,10601,914-288-9727,http://camillescafe.com,3 Star Certified Green Restaurant
Smithsonian National Museum of the American Indian's Mitsitam Cafe,Independence Ave SW,Washington,DC,20004,,http://www.mitsitamcafe.com,3 Star Certified Green Restaurant
Carver's Cafe at Xanterra Parks & Resorts at Mt. Rushmore,"13000 SD Highway 244, Building 81",Keystone,SD,57751,605-574-2515,http://www.mtrushmorenationalmemorial.com/about-xanterra-1746.html,3 Star Certified Green Restaurant
The Standard Luxury Tavern,360 Elgin St,Ottawa,Ontario,K2P1M8,613-232-6274,http://www.thestandardtavern.com/,2 Star Certified Green Restaurant
